date,map,match_id,team_a,team_b,map_win_rate_10_diff,fk_fd_diff_overall_5_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2025-07-25,Corrode,508828_g223690,Global Esports,Gen.G,-0.0,2.4,-1712.08,-16.472,0
2025-07-25,Haven,508828_g223689,Gen.G,Global Esports,0.414,1.0,1609.926,-21.994,1
2025-07-25,Lotus,511553_g226455,Team Vitality,FUT Esports,-0.1,1.4,222.615,-99.001,1
2025-07-25,Ascent,511554_g226457,FNATIC,"Movistar KOI						
							(KOI)",0.6,-1.8,2496.109,-47.289,1
2025-07-25,Haven,511554_g226458,FNATIC,"Movistar KOI						
							(KOI)",,3.6,2598.369,-63.626,1
2025-07-25,Icebox,508828_g223688,Gen.G,Global Esports,-0.257,4.4,1824.965,-75.424,0
2025-07-25,Corrode,508829_g223692,TALON,DetonatioN FocusMe,,0.6,303.242,75.624,1
2025-07-26,Corrode,508831_g223697,Rex Regum Qeon,Nongshim RedForce,,-5.6,109.502,-75.962,0
2025-07-26,Sunset,508830_g223695,ZETA DIVISION,T1,0.042,-1.8,-965.025,21.248,0
2025-07-26,Corrode,509809_g224737,"VISA KRÜ						
							(KRÜ Esports)",100 Thieves,,3.0,294.211,5.237,0
2025-07-26,Bind,509809_g224738,100 Thieves,"VISA KRÜ						
							(KRÜ Esports)",,1.8,-87.02,17.844,1
2025-07-26,Corrode,509810_g224741,LOUD,NRG,,1.8,-157.922,-8.526,0
2025-07-26,Haven,508831_g223698,Nongshim RedForce,Rex Regum Qeon,-0.1,2.2,-155.645,38.83,0
2025-07-26,Corrode,508830_g223694,ZETA DIVISION,T1,,-2.8,-858.187,-51.61,0
2025-07-26,Haven,509810_g224740,LOUD,NRG,0.2,2.4,-112.596,4.133,0
2025-07-26,Icebox,508831_g223699,Nongshim RedForce,Rex Regum Qeon,-0.5,-1.0,-284.95,-0.835,0
2025-07-27,Lotus,509811_g224743,Evil Geniuses,Cloud9,0.1,-3.8,-870.64,-0.033,0
2025-07-27,Lotus,509812_g224746,MIBR,LEVIATÁN,0.0,-2.2,-188.397,99.683,0
2025-07-27,Sunset,509812_g224747,LEVIATÁN,MIBR,0.8,1.0,296.481,-49.942,1
2025-07-27,Haven,509811_g224744,Evil Geniuses,Cloud9,-0.067,-5.4,-1036.797,-37.421,0
2025-07-27,Icebox,508832_g229399,Team Secret,DRX,0.1,-2.0,-683.169,13.879,0
2025-07-27,Lotus,508833_g223704,Paper Rex,BOOM Esports,0.5,7.0,2148.165,47.993,1
2025-07-27,Corrode,508832_g223701,Team Secret,DRX,-0.0,-1.2,-546.824,2.074,0
2025-07-27,Bind,508833_g223703,BOOM Esports,Paper Rex,-0.6,-7.2,-2234.895,-46.49,0
2025-07-30,Sunset,511562_g226460,FUT Esports,GIANTX,-0.056,-4.8,133.311,0.921,0
2025-07-30,Lotus,511563_g226464,Gentle Mates,BBL Esports,-0.444,-0.8,-257.103,30.751,0
2025-07-30,Sunset,511563_g226463,Gentle Mates,BBL Esports,-0.054,-0.4,-51.332,-24.231,0
2025-07-30,Bind,511562_g226462,GIANTX,FUT Esports,0.1,7.0,-109.776,36.368,0
2025-07-30,Haven,511562_g226461,GIANTX,FUT Esports,-0.4,1.0,-72.25,52.672,0
2025-07-31,Ascent,511564_g226466,Team Liquid,Apeks,0.267,0.0,1919.546,14.921,1
2025-07-31,Corrode,511564_g226467,Team Liquid,Apeks,1.0,2.8,1944.27,25.115,0
2025-07-31,Haven,511565_g226471,Karmine Corp,"Movistar KOI						
							(KOI)",0.333,-0.4,767.246,23.033,1
2025-07-31,Lotus,511565_g226469,"Movistar KOI						
							(KOI)",Karmine Corp,-0.6,-2.4,-577.476,-39.704,1
2025-07-31,Lotus,511564_g226468,Apeks,Team Liquid,-0.2,-1.2,-1940.503,-18.564,0
2025-07-31,Sunset,511565_g226470,Karmine Corp,"Movistar KOI						
							(KOI)",0.333,3.0,578.458,5.983,1
2025-08-01,Icebox,509814_g224754,NRG,LEVIATÁN,-0.1,-0.4,172.462,14.631,1
2025-08-01,Haven,511567_g226475,Team Vitality,Team Heretics,-0.5,-0.6,-769.303,-46.162,0
2025-08-01,Bind,511566_g230237,Natus Vincere,FNATIC,-0.4,-6.4,-2329.359,5.939,0
2025-08-01,Ascent,511567_g226476,Team Heretics,Team Vitality,-0.214,-0.8,797.131,-25.552,1
2025-08-01,Haven,509814_g224753,NRG,LEVIATÁN,0.2,3.0,135.289,-5.135,0
2025-08-01,Ascent,509813_g224751,2Game Esports,FURIA,-0.25,5.8,568.905,30.969,1
2025-08-01,Ascent,511566_g226473,FNATIC,Natus Vincere,0.3,4.4,2471.209,-4.792,0
2025-08-01,Lotus,508834_g223706,Gen.G,Team Secret,0.3,5.8,1534.08,-18.989,1
2025-08-01,Ascent,508834_g223707,Team Secret,Gen.G,0.1,-8.2,-1719.135,-24.114,0
2025-08-01,Corrode,508835_g223709,TALON,T1,0.0,0.6,-984.564,18.011,1
2025-08-01,Lotus,508835_g223710,T1,TALON,-0.3,2.4,923.309,20.856,0
2025-08-01,Lotus,509814_g224752,LEVIATÁN,NRG,0.1,-5.0,-66.034,-4.109,0
2025-08-01,Icebox,511566_g226474,Natus Vincere,FNATIC,-0.2,-0.8,-2420.626,-29.953,0
2025-08-01,Sunset,509813_g224750,2Game Esports,FURIA,0.667,3.2,438.065,57.093,1
2025-08-01,Corrode,509813_g224749,2Game Esports,FURIA,,4.6,390.331,43.938,0
2025-08-02,Ascent,508837_g223716,DRX,Rex Regum Qeon,-0.0,-1.4,426.928,-49.712,1
2025-08-02,Corrode,508836_g223713,DetonatioN FocusMe,BOOM Esports,-0.0,3.6,-403.311,-2.467,1
2025-08-02,Lotus,508836_g223712,BOOM Esports,DetonatioN FocusMe,0.233,-2.8,499.519,-29.413,0
2025-08-02,Bind,509816_g224759,MIBR,100 Thieves,-0.35,-2.6,-360.991,-125.596,1
2025-08-02,Icebox,509816_g224758,100 Thieves,MIBR,0.1,8.4,415.071,124.21,0
2025-08-02,Haven,509815_g224756,Cloud9,Sentinels,-0.2,-2.0,-1397.808,28.69,0
2025-08-02,Lotus,509815_g224755,Cloud9,Sentinels,-0.2,-1.2,-1298.914,8.814,0
2025-08-02,Bind,508837_g223715,Rex Regum Qeon,DRX,-0.5,0.2,-322.275,9.76,0
2025-08-03,Haven,509818_g224764,LOUD,"VISA KRÜ						
							(KRÜ Esports)",-0.3,2.0,-250.62,17.603,0
2025-08-03,Bind,509818_g224765,"VISA KRÜ						
							(KRÜ Esports)",LOUD,-0.5,-3.8,303.648,-20.363,0
2025-08-03,Corrode,508838_g223718,Nongshim RedForce,Global Esports,0.333,-0.8,375.333,-26.515,1
2025-08-03,Bind,508838_g223719,Global Esports,Nongshim RedForce,-1.0,2.6,-417.686,44.731,0
2025-08-03,Ascent,509818_g224766,LOUD,"VISA KRÜ						
							(KRÜ Esports)",-0.1,3.6,-193.948,5.318,0
2025-08-03,Sunset,508839_g223722,ZETA DIVISION,Paper Rex,-0.567,-7.4,-2376.513,-62.104,1
2025-08-03,Corrode,509817_g224761,G2 Esports,Evil Geniuses,,1.2,1458.307,42.639,0
2025-08-03,Haven,509817_g224762,Evil Geniuses,G2 Esports,-0.3,0.8,-1414.879,-63.959,0
2025-08-03,Lotus,508839_g223721,Paper Rex,ZETA DIVISION,0.4,5.8,2514.582,17.582,0
2025-08-03,Ascent,509817_g224763,Evil Geniuses,G2 Esports,-0.0,-2.6,-1448.801,-66.157,0
2025-08-06,Ascent,511569_g226482,"Movistar KOI						
							(KOI)",Apeks,-0.25,-4.6,391.826,-16.543,1
2025-08-06,Lotus,511569_g226481,Apeks,"Movistar KOI						
							(KOI)",-0.033,-3.4,-344.443,7.649,1
2025-08-06,Bind,511568_g226479,Team Heretics,FUT Esports,0.4,6.0,1030.214,44.587,1
2025-08-06,Haven,511568_g226478,Team Heretics,FUT Esports,0.4,3.8,1098.884,14.08,1
2025-08-06,Haven,511569_g226483,Apeks,"Movistar KOI						
							(KOI)",-0.0,-6.2,-521.645,5.163,0
2025-08-07,Corrode,511570_g226484,GIANTX,Gentle Mates,1.0,3.0,242.448,39.435,0
2025-08-07,Ascent,511570_g226485,GIANTX,Gentle Mates,-0.25,1.4,109.599,26.547,1
2025-08-07,Haven,511570_g226486,Gentle Mates,GIANTX,0.333,0.6,-120.898,24.48,0
2025-08-07,Sunset,511571_g226487,Karmine Corp,Natus Vincere,0.114,-1.2,479.119,9.265,0
2025-08-07,Corrode,511571_g226488,Natus Vincere,Karmine Corp,,-1.2,-433.348,-7.115,1
2025-08-08,Lotus,511572_g226490,Team Vitality,BBL Esports,0.1,1.0,529.673,41.064,1
2025-08-08,Icebox,511572_g226491,Team Vitality,BBL Esports,-0.2,2.2,658.883,22.729,0
2025-08-08,Lotus,509819_g224768,Cloud9,2Game Esports,0.167,-0.2,802.005,78.632,1
2025-08-08,Bind,511573_g226493,FNATIC,Team Liquid,0.2,-5.0,1002.732,-16.239,0
2025-08-08,Icebox,508841_g223728,Paper Rex,TALON,0.1,0.6,2420.404,20.67,1
2025-08-08,Bind,508841_g223727,Paper Rex,TALON,-0.157,3.8,2417.514,2.603,1
2025-08-08,Ascent,508840_g223725,Nongshim RedForce,Gen.G,-0.367,-5.8,-1514.73,-75.015,1
2025-08-08,Lotus,508840_g223724,Gen.G,Nongshim RedForce,0.1,3.4,1528.628,71.387,0
2025-08-08,Bind,509819_g224767,Cloud9,2Game Esports,,-0.4,626.076,35.33,1
2025-08-08,Bind,511572_g226492,Team Vitality,BBL Esports,-0.033,-4.4,491.369,18.799,0
2025-08-08,Bind,509820_g224771,MIBR,NRG,0.2,-1.8,-539.975,-63.052,0
2025-08-08,Lotus,509820_g224770,MIBR,NRG,0.1,0.6,-519.312,-57.719,0
2025-08-08,Ascent,511573_g226494,Team Liquid,FNATIC,0.0,7.0,-874.438,31.507,1
2025-08-09,Ascent,509822_g224778,"VISA KRÜ						
							(KRÜ Esports)",LEVIATÁN,0.067,-1.0,78.51,-49.035,0
2025-08-09,Haven,509822_g224777,"VISA KRÜ						
							(KRÜ Esports)",LEVIATÁN,0.5,-3.0,57.348,-11.684,0
2025-08-09,Bind,509822_g224776,"VISA KRÜ						
							(KRÜ Esports)",LEVIATÁN,-0.6,-3.4,87.348,-5.389,1
2025-08-09,Corrode,509821_g224774,Evil Geniuses,Sentinels,-0.0,-2.8,-2617.187,-45.979,0
2025-08-09,Lotus,509821_g224773,Evil Geniuses,Sentinels,-0.1,-5.8,-2466.874,-83.082,0
2025-08-09,Ascent,508843_g223735,BOOM Esports,ZETA DIVISION,0.1,0.6,107.737,14.103,0
2025-08-09,Corrode,508843_g223734,ZETA DIVISION,BOOM Esports,-0.0,-0.8,-139.539,50.659,1
2025-08-09,Lotus,508843_g223733,ZETA DIVISION,BOOM Esports,0.35,-3.6,-135.533,41.91,0
2025-08-09,Icebox,508842_g223731,DRX,Global Esports,-0.475,4.6,1349.907,73.18,1
2025-08-09,Lotus,508842_g223730,DRX,Global Esports,0.3,3.4,1260.95,103.707,1
2025-08-10,Haven,508845_g223740,DetonatioN FocusMe,T1,-0.557,3.2,-879.624,26.364,0
2025-08-10,Sunset,508845_g223739,T1,DetonatioN FocusMe,-0.071,-2.6,921.47,-75.714,1
2025-08-10,Sunset,508844_g223738,Team Secret,Rex Regum Qeon,0.05,-8.0,-584.975,-92.621,0
2025-08-10,Icebox,508844_g223737,Team Secret,Rex Regum Qeon,-0.056,-9.6,-541.152,-82.744,0
2025-08-10,Ascent,508844_g223736,Rex Regum Qeon,Team Secret,-0.2,7.2,543.711,62.727,0
2025-08-10,Sunset,509824_g224782,LOUD,100 Thieves,-0.071,-3.4,-309.064,-89.658,1
2025-08-10,Lotus,509824_g224784,LOUD,100 Thieves,0.214,-1.2,-281.091,-62.706,0
2025-08-10,Corrode,509823_g224779,FURIA,G2 Esports,1.0,-6.8,-1753.683,-56.491,0
2025-08-10,Ascent,509823_g224780,FURIA,G2 Esports,-0.4,-4.0,-1813.683,-41.633,0
2025-08-10,Bind,509824_g224783,100 Thieves,LOUD,-0.0,0.4,174.064,15.21,1
2025-08-13,Icebox,511575_g226496,"Movistar KOI						
							(KOI)",Natus Vincere,0.071,-2.6,-406.245,-46.088,0
2025-08-13,Corrode,511575_g226497,Natus Vincere,"Movistar KOI						
							(KOI)",,0.6,397.433,57.551,0
2025-08-13,Ascent,511575_g226498,"Movistar KOI						
							(KOI)",Natus Vincere,-0.167,3.0,-419.205,-19.761,0
2025-08-13,Bind,511576_g226499,FNATIC,Apeks,,-0.8,2996.27,11.601,1
2025-08-13,Lotus,511576_g226500,Apeks,FNATIC,-0.314,-3.2,-3155.965,13.686,0
2025-08-13,Corrode,530354_g231306,TALON,Nongshim RedForce,0.0,-1.0,-284.561,-13.168,1
2025-08-13,Lotus,530354_g231305,Nongshim RedForce,TALON,-0.0,2.6,420.049,0.802,0
2025-08-13,Haven,530355_g231309,T1,Rex Regum Qeon,0.2,-1.8,173.404,-6.28,0
2025-08-13,Sunset,530355_g231310,Rex Regum Qeon,T1,0.3,4.0,-44.718,21.476,0
2025-08-13,Bind,530355_g231308,T1,Rex Regum Qeon,0.3,-5.0,121.743,-49.856,1
2025-08-14,Bind,530357_g231315,Paper Rex,T1,0.3,2.2,1797.282,-12.799,1
2025-08-14,Sunset,530357_g231314,Paper Rex,T1,0.244,2.8,1699.093,30.84,1
2025-08-14,Lotus,530356_g231313,DRX,TALON,0.0,2.6,1019.849,52.867,0
2025-08-14,Haven,530356_g231312,DRX,TALON,0.1,-0.2,1079.27,15.397,0
2025-08-14,Bind,530356_g231311,TALON,DRX,0.25,2.2,-1054.976,-20.033,0
2025-08-14,Haven,511577_g226503,GIANTX,Team Heretics,-0.7,-4.0,-1496.921,-85.802,0
2025-08-14,Ascent,511577_g226502,GIANTX,Team Heretics,0.425,-4.8,-1398.893,-69.417,0
2025-08-14,Lotus,511579_g226506,Team Vitality,Gentle Mates,0.7,-1.4,817.539,-23.865,0
2025-08-14,Ascent,511579_g226507,Team Vitality,Gentle Mates,-0.35,-1.0,673.202,11.17,1
2025-08-14,Corrode,511579_g226505,Gentle Mates,Team Vitality,,-1.0,-703.459,11.419,0
2025-08-15,Haven,530359_g231320,Gen.G,Rex Regum Qeon,0.2,1.8,1079.032,17.172,1
2025-08-15,Sunset,511581_g226513,Team Liquid,Karmine Corp,0.2,2.0,1318.72,6.19,0
2025-08-15,Bind,511581_g226512,Karmine Corp,Team Liquid,-0.256,-1.4,-1279.17,-74.24,1
2025-08-15,Lotus,511581_g226511,Karmine Corp,Team Liquid,-0.0,-4.2,-1260.85,-121.76,0
2025-08-15,Lotus,530358_g231317,DetonatioN FocusMe,Nongshim RedForce,-0.4,0.6,-274.915,17.595,0
2025-08-15,Ascent,530358_g231318,Nongshim RedForce,DetonatioN FocusMe,0.1,-0.4,347.028,-27.862,1
2025-08-15,Ascent,511580_g226509,FUT Esports,BBL Esports,0.2,-1.8,250.162,31.775,0
2025-08-15,Sunset,530359_g231321,Rex Regum Qeon,Gen.G,0.267,-1.6,-1034.274,-0.209,1
2025-08-15,Sunset,511580_g226508,FUT Esports,BBL Esports,-0.1,-5.0,315.024,-1.909,0
2025-08-15,Sunset,509825_g224785,"VISA KRÜ						
							(KRÜ Esports)",NRG,,-2.2,-269.923,-21.127,1
2025-08-15,Lotus,509825_g224786,NRG,"VISA KRÜ						
							(KRÜ Esports)",0.25,3.8,207.891,44.687,1
2025-08-15,Haven,509825_g224787,"VISA KRÜ						
							(KRÜ Esports)",NRG,0.25,-2.4,-264.398,-45.637,0
2025-08-15,Haven,509826_g224788,100 Thieves,LEVIATÁN,0.1,-0.6,58.921,18.325,1
2025-08-15,Sunset,509826_g224789,LEVIATÁN,100 Thieves,0.4,0.6,-110.3,2.017,1
2025-08-15,Lotus,509826_g224790,100 Thieves,LEVIATÁN,-0.025,-1.2,-111.532,-16.784,0
2025-08-15,Corrode,530359_g231322,Gen.G,Rex Regum Qeon,1.0,4.4,987.89,-21.718,0
2025-08-16,Corrode,509827_g224791,FURIA,Evil Geniuses,0.0,0.4,-146.803,-0.211,0
2025-08-16,Ascent,530360_g231324,T1,Nongshim RedForce,0.1,0.0,436.879,-2.925,1
2025-08-16,Haven,509829_g224796,2Game Esports,Sentinels,-0.7,-2.8,-2331.534,-48.143,0
2025-08-16,Lotus,509829_g224795,2Game Esports,Sentinels,-0.55,-2.4,-2210.232,-44.051,0
2025-08-16,Sunset,509829_g224794,Sentinels,2Game Esports,-0.3,9.2,2296.208,34.377,0
2025-08-16,Corrode,530361_g231327,DRX,Rex Regum Qeon,0.167,2.2,63.454,5.798,0
2025-08-16,Icebox,530361_g231326,Rex Regum Qeon,DRX,0.2,0.6,-188.379,61.246,1
2025-08-16,Lotus,530360_g231894,T1,Nongshim RedForce,-0.371,1.6,455.646,2.455,1
2025-08-16,Ascent,509827_g224792,FURIA,Evil Geniuses,-0.4,-3.0,-253.066,-0.91,0
2025-08-17,Ascent,509830_g224797,Cloud9,G2 Esports,-0.5,1.6,-543.351,-34.392,0
2025-08-17,Lotus,509830_g224798,G2 Esports,Cloud9,0.1,-0.6,579.389,36.8,1
2025-08-17,Icebox,509831_g224800,LOUD,MIBR,-0.2,0.8,190.895,39.36,0
2025-08-17,Haven,530363_g231334,Rex Regum Qeon,T1,-0.1,-0.6,68.668,53.677,1
2025-08-17,Sunset,509831_g224801,LOUD,MIBR,0.5,-0.0,199.278,20.858,0
2025-08-17,Haven,530362_g231329,Paper Rex,TALON,-0.0,1.4,2414.566,-5.088,1
2025-08-17,Bind,530362_g231330,TALON,Paper Rex,-0.033,-3.8,-2447.444,1.046,0
2025-08-17,Sunset,530363_g231333,T1,Rex Regum Qeon,-0.214,-3.2,-92.477,-32.069,1
2025-08-17,Ascent,530363_g232077,T1,Rex Regum Qeon,0.4,-6.2,-119.364,-20.847,0
2025-08-21,Corrode,530902_g231348,Cloud9,LEVIATÁN,,-1.6,-475.175,-42.121,1
2025-08-21,Haven,530902_g231349,Cloud9,LEVIATÁN,-0.2,-1.4,-421.765,-67.676,0
2025-08-21,Lotus,530902_g231350,LEVIATÁN,Cloud9,0.1,3.6,525.107,38.928,0
2025-08-21,Sunset,530903_g231351,100 Thieves,G2 Esports,0.333,-2.4,-478.287,-50.214,0
2025-08-21,Ascent,530924_g231389,FNATIC,BBL Esports,0.2,-5.6,2360.053,-54.872,0
2025-08-21,Corrode,530924_g231388,BBL Esports,FNATIC,,6.8,-2266.914,24.991,0
2025-08-21,Haven,530925_g231392,GIANTX,Natus Vincere,-0.433,-3.0,-523.332,-4.42,1
2025-08-21,Bind,530925_g231391,Natus Vincere,GIANTX,-0.1,2.0,333.425,59.39,1
2025-08-21,Haven,530924_g231390,BBL Esports,FNATIC,-0.144,2.4,-2195.053,-1.137,1
2025-08-21,Haven,530903_g231352,G2 Esports,100 Thieves,0.1,6.6,616.158,73.086,1
2025-08-21,Ascent,530925_g231393,GIANTX,Natus Vincere,0.167,-2.2,-465.237,-59.069,1
2025-08-22,Ascent,530928_g231401,Team Heretics,BBL Esports,-0.056,1.0,1310.56,-1.979,0
2025-08-22,Icebox,530906_g231361,Sentinels,Cloud9,-0.1,7.0,1651.519,32.307,0
2025-08-22,Ascent,530929_g231405,Team Liquid,GIANTX,-0.114,6.0,1769.522,83.358,1
2025-08-22,Corrode,530906_g231360,Cloud9,Sentinels,-0.0,-4.6,-1624.604,-50.721,0
2025-08-22,Sunset,530929_g231403,GIANTX,Team Liquid,0.143,-2.0,-1781.963,-55.124,0
2025-08-22,Icebox,530928_g231400,BBL Esports,Team Heretics,-0.0,-4.2,-1370.56,16.115,1
2025-08-22,Corrode,530929_g231404,Team Liquid,GIANTX,0.0,-0.4,1889.886,3.702,0
2025-08-22,Bind,530907_g231365,G2 Esports,NRG,0.4,5.6,279.506,35.694,1
2025-08-22,Sunset,530907_g231364,G2 Esports,NRG,0.25,6.2,245.59,28.914,1
2025-08-22,Corrode,530907_g231363,NRG,G2 Esports,0.667,-6.8,-307.893,-18.047,1
2025-08-22,Lotus,530906_g231362,Cloud9,Sentinels,-0.3,-2.8,-1575.874,-22.372,0
2025-08-23,Sunset,530904_g231355,"VISA KRÜ						
							(KRÜ Esports)",LEVIATÁN,0.2,-5.8,-337.479,-72.42,1
2025-08-23,Bind,530927_g231398,Natus Vincere,Team Vitality,0.1,-0.6,-73.133,62.568,1
2025-08-23,Haven,530927_g231397,Natus Vincere,Team Vitality,0.3,-1.0,-216.312,54.544,1
2025-08-23,Bind,530926_g232628,FNATIC,Karmine Corp,0.2,0.8,2090.478,103.235,1
2025-08-23,Corrode,530926_g231395,FNATIC,Karmine Corp,1.0,0.4,2065.808,53.305,1
2025-08-23,Haven,530926_g231394,Karmine Corp,FNATIC,-0.171,-1.2,-2031.874,10.772,1
2025-08-23,Corrode,530905_g231358,Evil Geniuses,100 Thieves,-0.333,4.4,-1243.097,39.943,0
2025-08-23,Haven,530904_g231356,"VISA KRÜ						
							(KRÜ Esports)",LEVIATÁN,-0.0,-4.6,-307.158,-45.064,0
2025-08-23,Lotus,530904_g231354,LEVIATÁN,"VISA KRÜ						
							(KRÜ Esports)",0.3,3.4,320.714,10.202,1
2025-08-23,Bind,530905_g231357,100 Thieves,Evil Geniuses,-0.1,-2.0,1122.424,-56.894,1
2025-08-24,Sunset,530930_g231407,FNATIC,GIANTX,-0.167,1.8,2438.485,10.858,0
2025-08-24,Icebox,530931_g231409,Natus Vincere,Team Heretics,-0.0,-2.0,-1163.201,-26.905,1
2025-08-24,Haven,530931_g231410,Team Heretics,Natus Vincere,0.429,2.0,1025.908,-1.054,0
2025-08-24,Lotus,530930_g231406,FNATIC,GIANTX,0.156,-5.4,2508.138,-11.058,0
2025-08-24,Icebox,530908_g231367,LEVIATÁN,NRG,-0.0,1.6,-115.775,-31.431,0
2025-08-24,Haven,530909_g231369,Cloud9,100 Thieves,-0.2,0.8,-134.414,59.566,1
2025-08-24,Icebox,530909_g231370,Cloud9,100 Thieves,-0.044,0.0,-102.468,22.145,1
2025-08-24,Ascent,530908_g231366,LEVIATÁN,NRG,0.2,-2.2,23.234,-31.111,0
2025-08-29,Haven,530933_g231417,GIANTX,Natus Vincere,-0.339,2.0,-574.283,-37.388,1
2025-08-29,Sunset,530933_g231416,GIANTX,Natus Vincere,0.181,5.0,-637.142,-15.49,1
2025-08-29,Icebox,530933_g231415,GIANTX,Natus Vincere,-0.222,6.4,-575.555,-28.497,0
2025-08-29,Bind,530932_g231414,BBL Esports,Team Liquid,-0.171,-0.8,-1532.95,16.874,0
2025-08-29,Sunset,530932_g231413,Team Liquid,BBL Esports,-0.056,0.8,1457.95,16.105,0
2025-08-29,Ascent,530932_g231412,Team Liquid,BBL Esports,-0.0,-0.0,1401.86,13.815,1
2025-08-29,Haven,530911_g233203,NRG,Cloud9,0.1,3.4,893.613,-6.726,0
2025-08-29,Lotus,530911_g231377,Cloud9,NRG,-0.1,-3.0,-853.796,-77.753,0
2025-08-29,Corrode,530911_g231376,Cloud9,NRG,-0.5,-4.8,-655.239,-114.084,0
2025-08-29,Sunset,530910_g231373,G2 Esports,Sentinels,-0.033,3.4,-203.683,4.686,1
2025-08-29,Bind,530910_g231372,Sentinels,G2 Esports,-0.1,-1.0,295.321,-126.572,0
2025-08-30,Corrode,530364_g231337,TALON,Rex Regum Qeon,0.5,-5.6,-506.756,7.766,0
2025-08-30,Sunset,530912_g231380,NRG,Sentinels,-0.378,2.8,-834.219,51.257,0
2025-08-30,Haven,530364_g231336,Rex Regum Qeon,TALON,0.2,5.6,662.453,-62.974,0
2025-08-30,Bind,530364_g231335,TALON,Rex Regum Qeon,0.6,-2.0,-870.385,66.929,1
2025-08-30,Corrode,530514_g231345,Team World,Glory Once Again,,,180.306,0.0,1
2025-08-30,Corrode,530912_g231381,Sentinels,NRG,0.0,-0.2,872.191,-49.604,0
2025-08-30,Icebox,530364_g231338,Rex Regum Qeon,TALON,0.2,-1.6,559.77,6.441,1
2025-08-30,Icebox,530912_g231379,NRG,Sentinels,0.171,1.8,-858.559,-8.409,1
2025-08-30,Sunset,530364_g231339,TALON,Rex Regum Qeon,-0.482,1.2,-607.047,11.729,0
2025-08-30,Sunset,530934_g231419,BBL Esports,GIANTX,0.0,-7.2,-89.025,-26.188,0
2025-08-30,Ascent,530934_g231418,GIANTX,BBL Esports,0.025,6.2,-108.024,80.426,1
2025-08-30,Lotus,530912_g231378,NRG,Sentinels,-0.3,4.2,-929.509,12.836,1
2025-08-30,Corrode,536985_g232626,Team Alpha,Team Omega,,,-13.221,0.0,1
2025-08-30,Bind,530934_g233349,GIANTX,BBL Esports,-0.042,8.6,172.161,52.991,1
2025-08-31,Sunset,530935_g231425,GIANTX,Team Liquid,0.256,5.6,-1558.364,57.952,0
2025-08-31,Bind,530365_g233353,Paper Rex,Rex Regum Qeon,0.7,4.2,1787.354,28.471,1
2025-08-31,Ascent,530365_g231341,Rex Regum Qeon,Paper Rex,-0.0,-7.2,-1670.775,-49.814,0
2025-08-31,Lotus,530365_g231342,Paper Rex,Rex Regum Qeon,0.5,6.6,1719.207,48.254,0
2025-08-31,Haven,530365_g231343,Rex Regum Qeon,Paper Rex,0.029,-5.4,-1697.785,-5.163,0
2025-08-31,Lotus,530935_g231424,GIANTX,Team Liquid,-0.1,5.2,-1456.091,40.937,0
2025-08-31,Ascent,530913_g231385,NRG,G2 Esports,-0.4,4.0,-415.881,-162.144,0
2025-08-31,Lotus,530913_g231384,NRG,G2 Esports,0.1,1.0,-365.097,-159.277,0
2025-08-31,Bind,530913_g231383,G2 Esports,NRG,0.6,-1.2,467.17,58.101,1
2025-08-31,Corrode,538583_g232785,Team EMEA,Team France,,,-29.854,-0.0,1
2025-08-31,Bind,530935_g231423,GIANTX,Team Liquid,-0.171,3.4,-1406.889,22.328,0
2025-09-12,Corrode,542196_g233400,GIANTX,Sentinels,-0.083,4.0,-1730.895,58.222,0
2025-09-12,Sunset,542195_g233398,Xi Lai Gaming,Paper Rex,-0.8,-4.05,-2089.418,-35.4,0
2025-09-12,Bind,542195_g233397,Xi Lai Gaming,Paper Rex,,-4.2,-1984.151,12.458,0
2025-09-12,Sunset,542196_g233401,GIANTX,Sentinels,0.1,1.6,-1913.534,33.453,1
2025-09-12,Haven,542196_g233402,Sentinels,GIANTX,0.325,-1.6,1778.534,16.431,0
2025-09-13,Bind,542205_g233428,DRX,Team Liquid,-0.1,-4.4,-663.395,-56.114,1
2025-09-13,Abyss,542205_g233427,Team Liquid,DRX,0.143,1.0,770.692,-16.053,0
2025-09-13,Corrode,542207_g233431,EDward Gaming,NRG,,-2.2,323.127,-82.164,0
2025-09-13,Abyss,542207_g233430,NRG,EDward Gaming,,-1.4,-374.379,45.418,1
2025-09-14,Corrode,542211_g233442,G2 Esports,Team Heretics,-0.75,-2.4,297.928,-31.249,0
2025-09-14,Sunset,542212_g233446,Dragon Ranger Gaming,T1,,1.2,-217.681,-20.352,0
2025-09-14,Lotus,542212_g233445,T1,Dragon Ranger Gaming,-0.2,-2.4,261.485,-130.013,1
2025-09-14,Lotus,542211_g233443,Team Heretics,G2 Esports,-0.0,3.2,-171.219,-24.966,1
2025-09-15,Abyss,542201_g233416,Rex Regum Qeon,FNATIC,,-2.2,-1556.723,4.132,0
2025-09-15,Haven,542200_g233412,"Guangzhou Huadu Bilibili Gaming						
							(Bilibili Gaming)",MIBR,-0.429,-5.6,706.847,-3.922,0
2025-09-15,Corrode,542200_g233413,MIBR,"Guangzhou Huadu Bilibili Gaming						
							(Bilibili Gaming)",,7.4,-550.679,-92.025,1
2025-09-15,Ascent,542201_g233415,Rex Regum Qeon,FNATIC,-0.2,-5.6,-1616.799,17.19,0
